grower_label,site_key,location_id,location_name,iso_year,iso_week,week_start,risk_score,risk_score_raw,clim_score,risk_vs_clim,risk_band,count_dinophysis,y_dinophysis,y_dinophysis_nowcast,dsp_closure_risk,sst,ssta,status,role,split,latitude,longitude
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,31,2003-07-28,0.1491442542787286,0.48067210643641717,0.29878048780487804,-0.14963623352614944,Moderate,0.0,0,0,0.2665274878218511,16.17,0.4529818181818186,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,32,2003-08-04,0.1491442542787286,0.5060387330271193,0.24818577648766327,-0.09904152220893467,Moderate,0.0,0,0,0.4405797101449275,17.08,1.2312363636363628,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,33,2003-08-11,0.1016260162601626,0.35944209777917613,0.2474964234620887,-0.1458704072019261,Moderate,40.0,0,0,0.4405797101449275,17.09,1.2102973977695157,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,34,2003-08-18,0.1016260162601626,0.33066306065381135,0.218707015130674,-0.1170809988705114,Moderate,0.0,0,0,0.2665274878218511,16.53,0.7892803030303028,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,36,2003-09-01,0.028037383177570093,0.08878467603201261,0.18581560283687942,-0.15777821965930933,Lower,0.0,0,0,0.4405797101449275,16.43,0.8823193916349812,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,37,2003-09-08,0.022222222222222223,0.03758859615983795,0.1465149359886202,-0.12429271376639797,Lower,0.0,0,0,0.2665274878218511,16.01,0.7137878787878815,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,38,2003-09-15,0.022222222222222223,0.05104797388742683,0.1334355828220859,-0.11121336059986367,Lower,0.0,0,0,0.25308641975308643,15.81,0.8585606060606068,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,39,2003-09-22,0.028037383177570093,0.09628856194663186,0.12111801242236025,-0.09308062924479016,Lower,0.0,0,0,0.2665274878218511,14.87,0.3171590909090902,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,40,2003-09-29,0.022222222222222223,0.0520921806363463,0.0975609756097561,-0.07533875338753387,Lower,0.0,0,0,0.16960651289009496,13.7,-0.5299621212121242,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,42,2003-10-13,0.005050505050505051,0.018576247265334016,0.04186046511627907,-0.03680996006577402,Lower,0.0,0,0,0.1423948220064725,14.05,0.40623574144486874,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,43,2003-10-20,0.0005931198102016608,0.0031235293485433126,0.012110726643598616,-0.011517606833396955,Lower,0.0,0,0,0.0703125,13.17,-0.16071969696969468,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,44,2003-10-27,0.0005931198102016608,0.00219009551210322,0.005291005291005291,-0.00469788548080363,Lower,0.0,0,0,0.0703125,12.89,-0.04208333333333236,active,nmp_core,train,53.60389,-9.80278
Killary Middle,killary_middle,172,Killary Harbour Middle,2003,46,2003-11-10,0.0005931198102016608,0.0028622123085762946,0.011986301369863013,-0.011393181559661352,Lower,0.0,0,0,0.0703125,12.04,-0.011590909090909207,active,nmp_core,train,53.60389,-9.80278
