year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun,station_no,station_name
1959,7,15.1,26.1,6.3,18.4,11.8,50.0,4.6,8.9,39.0,168.8,2275,Valentia Observatory
1959,8,15.6,22.4,7.3,19.2,12.0,63.0,6.2,8.5,70.0,180.8,2275,Valentia Observatory
1959,9,15.0,26.7,6.6,19.9,10.1,60.9,4.5,6.7,39.0,163.6,2275,Valentia Observatory
1959,10,13.6,23.5,5.1,16.5,10.7,208.0,2.3,13.2,67.0,94.2,2275,Valentia Observatory
1959,11,8.6,16.6,0.6,11.5,5.7,196.4,-1.1,11.6,85.0,66.7,2275,Valentia Observatory
1959,12,7.9,13.0,0.1,10.3,5.4,319.5,-2.2,15.2,56.0,43.2,2275,Valentia Observatory
1960,1,6.6,12.9,-2.3,9.5,3.6,164.4,-4.8,10.0,57.0,67.1,2275,Valentia Observatory
1960,2,5.6,16.8,-3.7,8.9,2.3,135.2,-5.6,10.6,55.0,100.4,2275,Valentia Observatory
1960,3,8.9,16.3,1.7,11.9,5.9,122.9,-0.9,11.6,52.0,90.4,2275,Valentia Observatory
1960,4,9.6,18.4,2.3,13.3,6.0,102.8,0.7,9.8,46.0,178.8,2275,Valentia Observatory
1960,5,12.4,20.5,2.2,16.2,8.7,84.5,0.5,8.2,44.0,165.7,2275,Valentia Observatory
1960,6,14.7,23.9,7.8,18.0,11.4,68.6,5.0,9.3,53.0,205.3,2275,Valentia Observatory
1960,7,14.3,19.2,8.4,16.8,11.8,174.5,6.4,9.4,42.0,147.2,2275,Valentia Observatory
1960,8,14.6,21.1,7.2,17.9,11.4,60.0,5.6,7.6,41.0,200.7,2275,Valentia Observatory
1960,9,13.1,19.0,4.4,16.5,9.7,162.9,2.3,8.8,46.0,123.9,2275,Valentia Observatory
1960,10,10.4,17.7,1.0,14.1,6.7,109.4,-0.6,6.5,43.0,101.5,2275,Valentia Observatory
1960,11,8.4,14.3,-0.1,11.2,5.6,283.6,-2.2,12.7,63.0,54.1,2275,Valentia Observatory
1960,12,6.8,12.3,-0.9,9.2,4.4,221.6,-2.8,11.3,76.0,34.3,2275,Valentia Observatory
1961,1,6.9,12.4,-1.2,9.7,4.1,261.1,-3.1,12.0,63.0,53.2,2275,Valentia Observatory
1961,2,9.1,13.3,4.5,11.1,7.2,124.2,3.2,14.8,61.0,32.4,2275,Valentia Observatory
1961,3,9.6,15.4,2.3,12.0,7.2,19.1,0.0,11.2,41.0,102.3,2275,Valentia Observatory
1961,4,10.5,17.1,3.0,13.7,7.3,147.8,2.1,9.3,48.0,147.9,2275,Valentia Observatory
1961,5,11.2,20.5,2.9,15.6,6.9,44.3,-0.2,8.9,44.0,277.9,2275,Valentia Observatory
1961,6,12.9,19.1,5.8,15.7,10.2,59.4,4.1,8.4,35.0,115.6,2275,Valentia Observatory
1961,7,14.2,20.2,6.2,17.1,11.4,93.5,4.7,8.1,47.0,155.5,2275,Valentia Observatory
1961,8,14.3,22.5,6.3,17.4,11.2,47.0,4.3,9.9,46.0,150.4,2275,Valentia Observatory
1961,9,13.6,20.2,4.8,17.0,10.3,205.3,2.6,9.9,88.0,103.1,2275,Valentia Observatory
1961,10,11.2,18.9,3.0,14.0,8.4,173.6,0.7,10.8,73.0,91.8,2275,Valentia Observatory
1961,11,8.2,13.9,0.2,10.7,5.8,92.8,-0.9,8.4,46.0,53.0,2275,Valentia Observatory
1961,12,6.3,13.8,-5.3,8.7,3.8,107.7,-6.7,11.7,49.0,49.6,2275,Valentia Observatory
1962,1,7.1,11.9,-5.1,9.8,4.3,165.8,-7.2,13.0,72.0,42.0,2275,Valentia Observatory
1962,2,7.0,12.3,-0.1,9.3,4.7,36.6,-1.7,11.6,50.0,65.8,2275,Valentia Observatory
1962,3,5.6,13.8,-5.1,9.4,1.8,126.9,-6.7,8.3,61.0,146.1,2275,Valentia Observatory
1962,4,9.1,19.4,2.3,12.5,5.6,75.1,-0.8,9.5,59.0,184.3,2275,Valentia Observatory
1962,5,10.9,18.5,4.2,14.0,7.7,95.0,0.1,10.6,42.0,212.3,2275,Valentia Observatory
1962,6,12.6,21.6,2.8,16.6,8.5,69.3,0.3,9.5,48.0,209.6,2275,Valentia Observatory
1962,7,14.2,20.9,7.2,17.6,10.8,68.6,5.3,8.5,39.0,127.4,2275,Valentia Observatory
1962,8,14.2,23.2,7.3,17.1,11.2,125.1,5.6,9.6,44.0,160.1,2275,Valentia Observatory
1962,9,12.8,18.8,3.3,16.0,9.6,143.5,1.2,9.4,66.0,116.0,2275,Valentia Observatory
1962,10,11.4,18.7,2.8,14.9,8.0,71.4,0.1,7.9,51.0,109.2,2275,Valentia Observatory
1962,11,7.7,13.9,-0.1,10.6,4.9,123.3,-3.2,7.8,49.0,49.9,2275,Valentia Observatory
1962,12,7.0,12.3,-3.8,9.1,4.9,131.7,-6.8,13.4,63.0,50.3,2275,Valentia Observatory
1963,1,2.6,9.6,-3.9,5.1,0.1,26.1,-6.1,11.0,58.0,88.9,2275,Valentia Observatory
1963,2,4.4,11.0,-4.4,7.1,1.7,122.4,-7.1,11.6,64.0,69.5,2275,Valentia Observatory
1963,3,8.1,13.6,0.0,11.0,5.2,260.0,-2.3,12.1,54.0,107.0,2275,Valentia Observatory
1963,4,8.6,15.0,0.7,11.5,5.6,99.2,-1.6,9.9,50.0,122.1,2275,Valentia Observatory
1963,5,10.3,19.0,4.5,13.1,7.6,83.1,2.9,10.9,61.0,152.0,2275,Valentia Observatory
1963,6,14.0,24.9,7.8,17.3,10.8,54.5,5.0,8.3,38.0,158.0,2275,Valentia Observatory
1963,7,14.3,21.3,5.4,17.3,11.3,118.3,2.9,7.6,40.0,148.0,2275,Valentia Observatory
1963,8,13.8,19.1,8.2,16.3,11.3,116.7,5.1,10.6,40.0,115.8,2275,Valentia Observatory
1963,9,13.0,20.2,4.9,15.8,10.2,66.5,2.2,9.8,40.0,111.6,2275,Valentia Observatory
1963,10,12.0,16.5,4.0,14.7,9.2,160.6,0.5,11.9,51.0,68.1,2275,Valentia Observatory
1963,11,9.0,14.3,0.7,11.7,6.3,209.4,-2.7,13.3,63.0,55.4,2275,Valentia Observatory
1963,12,6.1,12.2,-3.9,8.6,3.6,79.2,-7.3,11.7,63.0,54.4,2275,Valentia Observatory
1964,1,7.6,12.1,-2.8,10.0,5.2,49.6,-5.6,11.7,53.0,46.5,2275,Valentia Observatory
1964,2,7.4,12.9,-0.4,9.8,5.0,126.8,-4.5,12.3,63.0,64.6,2275,Valentia Observatory
1964,3,8.0,14.4,-0.9,10.8,5.2,194.4,-5.0,11.4,61.0,86.3,2275,Valentia Observatory
1964,4,9.1,15.4,0.6,12.0,6.2,103.4,-2.5,10.3,44.0,141.6,2275,Valentia Observatory
1964,5,12.4,23.2,3.8,15.6,9.2,147.4,1.1,12.4,53.0,159.8,2275,Valentia Observatory
1964,6,12.9,18.6,4.1,15.6,10.2,112.2,2.1,9.9,47.0,132.7,2275,Valentia Observatory
1964,7,14.5,20.2,6.2,17.2,11.7,97.8,3.6,9.3,48.0,124.5,2275,Valentia Observatory
1964,8,14.7,21.7,4.6,17.8,11.6,108.6,1.9,8.3,45.0,150.5,2275,Valentia Observatory
1964,9,14.1,21.6,6.0,17.3,10.9,102.8,3.9,9.4,54.0,141.1,2275,Valentia Observatory
1964,10,11.5,19.9,3.3,14.0,8.9,148.1,0.5,10.9,52.0,74.8,2275,Valentia Observatory
1964,11,9.8,14.8,0.3,12.4,7.2,112.4,-1.3,12.0,58.0,65.4,2275,Valentia Observatory
1964,12,7.0,13.6,-2.2,9.7,4.3,182.4,-4.3,12.6,57.0,50.4,2275,Valentia Observatory
1965,1,5.6,12.3,-3.3,8.4,2.7,181.1,-5.3,15.5,78.0,78.2,2275,Valentia Observatory
1965,2,4.8,10.9,-4.7,7.9,1.6,2.3,-6.2,7.2,44.0,84.9,2275,Valentia Observatory
1965,3,8.3,20.3,-4.8,11.4,5.3,106.2,-7.2,13.8,53.0,129.6,2275,Valentia Observatory
1965,4,9.2,14.3,2.7,12.0,6.5,89.8,0.6,11.9,53.0,132.7,2275,Valentia Observatory
1965,5,11.6,21.1,3.1,14.5,8.7,84.3,0.2,10.9,50.0,136.9,2275,Valentia Observatory
1965,6,13.1,23.2,4.2,16.3,10.0,134.0,2.3,10.3,56.0,179.3,2275,Valentia Observatory
1965,7,14.5,20.7,6.2,17.6,11.4,64.0,3.8,8.3,36.0,174.6,2275,Valentia Observatory
1965,8,14.5,21.0,7.0,17.4,11.6,98.8,4.4,10.0,45.0,128.2,2275,Valentia Observatory
1965,9,12.1,17.4,4.9,14.9,9.4,156.9,2.2,9.9,66.0,88.4,2275,Valentia Observatory
1965,10,12.7,20.1,4.7,15.6,9.7,63.6,2.6,10.7,47.0,81.1,2275,Valentia Observatory
1965,11,7.4,13.8,-2.3,10.2,4.6,155.3,-4.0,12.5,63.0,54.1,2275,Valentia Observatory
1965,12,7.4,13.1,-2.4,10.2,4.7,222.8,-4.8,13.9,60.0,43.4,2275,Valentia Observatory
1966,1,6.4,12.3,-4.5,8.6,4.3,175.5,-7.1,13.5,64.0,34.9,2275,Valentia Observatory
1966,2,8.8,14.6,4.0,11.1,6.5,240.9,0.5,15.3,64.0,62.5,2275,Valentia Observatory
1966,3,8.6,12.2,0.1,11.0,6.2,65.6,-1.7,10.9,52.0,93.9,2275,Valentia Observatory
1966,4,9.6,17.2,1.7,12.1,7.1,149.5,-0.4,14.8,63.0,94.7,2275,Valentia Observatory
1966,5,10.8,21.1,4.5,14.1,7.6,127.0,0.1,12.4,48.0,224.4,2275,Valentia Observatory
1966,6,13.7,20.3,5.1,16.4,10.9,91.5,2.0,9.6,38.0,141.2,2275,Valentia Observatory
1966,7,14.4,21.7,7.9,17.1,11.7,47.4,5.9,9.5,32.0,151.0,2275,Valentia Observatory
1966,8,14.7,21.1,5.6,17.8,11.6,83.4,3.5,9.2,42.0,156.4,2275,Valentia Observatory
1966,9,14.6,20.6,5.2,17.8,11.4,70.2,2.8,9.6,48.0,109.8,2275,Valentia Observatory
1966,10,9.9,18.6,-0.1,13.4,6.5,185.9,-3.1,9.6,63.0,112.0,2275,Valentia Observatory
1966,11,7.5,12.7,-2.3,10.1,5.0,69.4,-4.9,12.3,51.0,72.7,2275,Valentia Observatory
1966,12,8.6,12.3,0.3,10.7,6.5,101.0,-2.0,15.0,66.0,20.5,2275,Valentia Observatory
1967,1,6.8,12.3,-1.8,9.4,4.2,125.8,-5.0,11.7,56.0,43.1,2275,Valentia Observatory
1967,2,7.0,12.1,-0.6,9.6,4.3,146.9,-3.8,13.5,67.0,68.9,2275,Valentia Observatory
1967,3,7.4,12.7,-1.3,10.1,4.7,67.7,-3.9,13.6,62.0,102.5,2275,Valentia Observatory
1967,4,9.2,19.0,1.7,12.6,5.8,38.0,-1.3,10.1,42.0,183.1,2275,Valentia Observatory
1967,5,9.6,14.7,1.7,12.8,6.5,136.0,-1.9,12.4,60.0,170.9,2275,Valentia Observatory
1967,6,13.1,19.5,4.7,16.6,9.5,28.6,2.7,8.3,47.0,147.9,2275,Valentia Observatory
1967,7,14.4,19.7,7.7,17.0,11.9,85.9,4.9,9.0,33.0,85.8,2275,Valentia Observatory
1967,8,14.6,23.0,7.9,17.6,11.6,145.2,5.7,9.1,39.0,132.0,2275,Valentia Observatory
1967,9,12.9,17.4,5.0,15.7,10.1,135.6,2.4,11.9,67.0,88.4,2275,Valentia Observatory
1967,10,10.6,17.6,2.5,13.4,7.9,196.5,0.3,14.9,62.0,80.2,2275,Valentia Observatory
1967,11,7.8,14.6,-2.4,10.8,4.8,137.9,-5.6,10.7,61.0,59.5,2275,Valentia Observatory
1967,12,8.0,13.0,0.4,10.1,5.8,99.9,-3.1,11.2,50.0,26.3,2275,Valentia Observatory
1968,1,8.1,13.3,0.0,10.5,5.7,137.3,-4.0,13.5,62.0,18.6,2275,Valentia Observatory
1968,2,4.4,11.8,-4.3,8.0,0.8,78.3,-7.0,10.6,65.0,106.2,2275,Valentia Observatory
1968,3,7.3,13.9,-1.2,10.3,4.2,80.1,-2.8,12.1,57.0,92.8,2275,Valentia Observatory
1968,4,8.8,14.9,-1.3,12.2,5.3,131.1,-3.3,11.1,51.0,157.1,2275,Valentia Observatory
1968,5,9.8,18.1,0.9,13.5,6.2,65.9,-1.9,10.6,48.0,192.4,2275,Valentia Observatory
1968,6,13.5,23.0,3.5,17.1,9.9,78.8,2.0,9.1,41.0,199.2,2275,Valentia Observatory
1968,7,14.1,22.7,7.7,18.1,10.2,32.1,6.3,6.7,41.0,204.9,2275,Valentia Observatory
1968,8,15.4,23.9,7.3,19.8,11.1,106.1,5.8,7.8,42.0,242.1,2275,Valentia Observatory
1968,9,13.5,19.9,4.4,17.0,10.1,180.0,2.2,11.2,55.0,146.0,2275,Valentia Observatory
1968,10,13.5,19.7,5.8,15.9,11.1,137.5,1.7,12.3,50.0,65.4,2275,Valentia Observatory
1968,11,9.7,15.5,0.3,12.0,7.4,226.7,-5.7,13.8,57.0,37.3,2275,Valentia Observatory
1968,12,6.7,13.6,-2.9,9.9,3.6,207.3,-5.2,10.7,59.0,40.9,2275,Valentia Observatory
1969,1,6.7,12.6,-2.0,9.3,4.0,230.3,-4.9,11.7,64.0,47.7,2275,Valentia Observatory
1969,2,3.7,11.8,-7.3,6.9,0.6,51.0,-10.1,11.2,53.0,93.6,2275,Valentia Observatory
1969,3,6.8,13.6,-3.5,10.3,3.3,30.9,-4.8,8.6,42.0,102.6,2275,Valentia Observatory
1969,4,8.7,16.4,-1.3,12.3,5.0,66.4,-3.5,9.7,56.0,167.4,2275,Valentia Observatory
1969,5,10.5,17.7,1.5,14.3,6.8,61.8,-0.7,8.4,33.0,175.4,2275,Valentia Observatory
1969,6,13.1,24.8,5.4,16.9,9.3,87.1,2.9,8.9,44.0,173.4,2275,Valentia Observatory
1969,7,14.8,28.3,6.3,18.0,11.6,78.9,2.6,9.1,41.0,146.8,2275,Valentia Observatory
1969,8,14.7,21.0,7.7,17.7,11.7,98.1,5.9,9.7,41.0,143.2,2275,Valentia Observatory
1969,9,13.4,19.1,3.5,16.8,10.0,58.4,1.7,7.8,40.0,106.2,2275,Valentia Observatory
1969,10,13.6,21.2,2.0,16.3,10.9,74.2,0.2,10.8,50.0,59.8,2275,Valentia Observatory
1969,11,7.4,15.9,0.6,10.0,4.7,148.2,-1.5,11.7,64.0,46.0,2275,Valentia Observatory
1969,12,7.2,12.6,-1.2,9.6,4.8,146.3,-2.8,12.6,52.0,39.8,2275,Valentia Observatory
1970,1,6.8,12.6,-2.6,9.6,4.1,194.6,-5.1,11.8,63.0,53.9,2275,Valentia Observatory
1970,2,6.0,12.2,-0.9,8.7,3.3,155.0,-2.6,13.9,58.0,87.6,2275,Valentia Observatory
1970,3,6.3,13.1,-2.8,9.5,3.2,58.0,-5.0,11.8,48.0,148.1,2275,Valentia Observatory
1970,4,8.2,13.8,-0.5,11.0,5.3,133.5,-2.1,12.1,47.0,123.7,2275,Valentia Observatory
1970,5,11.9,19.4,6.1,14.7,9.2,54.8,3.0,9.4,38.0,131.3,2275,Valentia Observatory
1970,6,15.1,24.4,6.8,18.8,11.3,107.6,3.9,8.4,49.0,203.5,2275,Valentia Observatory
1970,7,14.1,20.3,6.3,16.7,11.6,87.7,3.3,9.5,37.0,104.3,2275,Valentia Observatory
1970,8,14.3,23.0,5.8,17.3,11.3,51.7,4.0,8.5,45.0,101.5,2275,Valentia Observatory
1970,9,13.8,23.2,4.5,16.8,10.7,163.6,2.8,11.6,60.0,83.7,2275,Valentia Observatory
1970,10,11.9,17.0,1.5,14.3,9.6,77.0,0.1,12.3,49.0,58.9,2275,Valentia Observatory
1970,11,9.1,15.5,-0.4,11.6,6.5,207.9,-2.7,12.2,58.0,41.1,2275,Valentia Observatory
1970,12,6.2,12.7,-2.2,8.9,3.5,96.2,-6.7,10.9,46.0,64.2,2275,Valentia Observatory
1971,1,7.7,13.4,-1.4,10.2,5.2,181.3,-4.2,14.7,56.0,48.4,2275,Valentia Observatory
1971,2,6.9,12.6,-3.2,9.8,3.9,64.2,-5.7,9.8,55.0,43.1,2275,Valentia Observatory
1971,3,6.7,12.7,-1.5,10.1,3.3,61.0,-2.7,8.8,56.0,84.1,2275,Valentia Observatory
1971,4,8.5,18.2,-0.3,12.6,4.4,54.1,-2.6,7.1,46.0,170.5,2275,Valentia Observatory
1971,5,10.8,18.4,2.4,14.3,7.3,61.5,0.1,10.0,52.0,176.0,2275,Valentia Observatory
1971,6,13.0,23.8,7.6,16.2,9.8,76.4,4.4,9.4,37.0,129.4,2275,Valentia Observatory
1971,7,15.1,25.8,7.1,18.8,11.4,44.5,4.0,8.2,35.0,224.9,2275,Valentia Observatory
1971,8,14.9,20.7,4.9,18.1,11.7,82.2,2.3,8.4,35.0,119.9,2275,Valentia Observatory
1971,9,15.3,24.4,6.4,19.1,11.5,44.1,4.6,7.3,42.0,135.4,2275,Valentia Observatory
1971,10,13.2,22.5,2.7,15.9,10.5,152.1,-0.1,12.4,52.0,84.8,2275,Valentia Observatory
1971,11,9.1,16.8,1.1,12.0,6.3,112.2,-2.2,12.1,55.0,41.9,2275,Valentia Observatory
1971,12,8.6,14.3,-1.4,10.9,6.4,57.8,-4.1,11.4,58.0,33.9,2275,Valentia Observatory
1972,1,5.9,11.6,-3.2,8.8,2.9,202.1,-5.9,12.3,63.0,59.8,2275,Valentia Observatory
1972,2,6.5,11.7,-0.6,9.4,3.6,164.0,-3.7,11.9,59.0,79.7,2275,Valentia Observatory
1972,3,7.2,17.5,-0.9,10.7,3.7,106.8,-3.5,11.0,60.0,153.9,2275,Valentia Observatory
1972,4,8.8,15.0,0.6,12.1,5.5,91.3,-2.2,11.0,53.0,139.3,2275,Valentia Observatory
1972,5,10.0,14.8,2.9,12.8,7.2,137.4,0.4,13.2,52.0,164.6,2275,Valentia Observatory
1972,6,11.2,17.7,6.0,13.9,8.5,85.6,4.8,10.4,41.0,141.6,2275,Valentia Observatory
1972,7,14.8,25.5,8.8,17.9,11.6,84.9,7.3,7.0,39.0,132.1,2275,Valentia Observatory
1972,8,13.6,21.0,5.5,17.3,9.9,80.6,3.8,6.9,36.0,158.0,2275,Valentia Observatory
1972,9,12.9,23.8,3.4,17.3,8.4,29.7,0.5,7.5,36.0,167.9,2275,Valentia Observatory
1972,10,11.5,20.7,0.5,14.8,8.2,124.0,-2.1,9.6,53.0,87.0,2275,Valentia Observatory
1972,11,8.0,15.4,-2.5,11.0,5.1,175.5,-4.0,11.7,54.0,57.4,2275,Valentia Observatory
1972,12,8.5,15.3,-1.7,11.1,5.9,218.7,-5.5,15.8,70.0,27.3,2275,Valentia Observatory
1973,1,7.7,11.9,-2.1,10.0,5.5,151.2,-4.8,11.6,62.0,27.5,2275,Valentia Observatory
1973,2,7.0,10.9,-2.2,9.5,4.4,133.8,-5.3,12.5,70.0,46.0,2275,Valentia Observatory
1973,3,7.6,15.6,-2.0,11.4,3.9,63.9,-5.1,10.8,49.0,117.8,2275,Valentia Observatory
1973,4,8.7,17.2,-0.5,12.1,5.3,39.3,-3.4,11.8,45.0,165.4,2275,Valentia Observatory
1973,5,11.3,18.6,1.6,14.4,8.2,93.6,-0.4,10.8,57.0,124.4,2275,Valentia Observatory
1973,6,13.3,20.1,6.2,16.4,10.2,47.7,2.6,9.0,37.0,128.7,2275,Valentia Observatory
1973,7,14.2,21.6,7.2,17.2,11.1,77.2,4.5,8.0,37.0,141.2,2275,Valentia Observatory
1973,8,14.9,28.4,6.7,18.4,11.4,115.3,4.6,8.0,45.0,145.5,2275,Valentia Observatory
1973,9,14.5,25.3,3.5,17.8,11.2,147.8,1.2,9.6,54.0,123.6,2275,Valentia Observatory
1973,10,11.6,19.0,1.3,14.6,8.6,60.6,-1.0,9.0,51.0,96.0,2275,Valentia Observatory
1973,11,10.0,15.8,-0.9,12.6,7.5,162.8,-4.3,10.5,45.0,34.4,2275,Valentia Observatory
1973,12,7.6,12.9,0.0,10.6,4.6,143.1,-2.6,11.6,51.0,32.5,2275,Valentia Observatory
1974,1,8.0,13.0,-0.6,10.7,5.3,318.6,-2.6,16.7,87.0,38.3,2275,Valentia Observatory
1974,2,7.0,12.2,1.2,9.6,4.4,177.7,-0.9,11.6,72.0,60.6,2275,Valentia Observatory
1974,3,7.5,13.9,-2.5,10.5,4.4,76.3,-4.2,10.3,53.0,101.8,2275,Valentia Observatory
1974,4,9.5,19.3,0.2,14.1,4.9,59.8,-4.4,6.6,39.0,177.7,2275,Valentia Observatory
1974,5,10.6,16.8,1.0,13.9,7.4,152.4,-2.1,11.4,50.0,175.8,2275,Valentia Observatory
1974,6,13.4,24.9,7.1,16.4,10.4,38.3,4.6,9.1,53.0,129.8,2275,Valentia Observatory
1974,7,14.2,18.4,8.5,16.4,12.0,97.6,5.6,9.8,36.0,107.4,2275,Valentia Observatory
1974,8,14.4,20.5,6.2,17.5,11.3,168.7,3.1,9.9,43.0,158.5,2275,Valentia Observatory
1974,9,11.7,17.3,2.8,14.3,9.0,225.7,-1.1,12.6,61.0,89.8,2275,Valentia Observatory
1974,10,9.2,13.9,1.0,11.8,6.6,75.7,-2.6,10.5,49.0,67.0,2275,Valentia Observatory
1974,11,7.9,13.3,-1.4,10.8,5.1,109.5,-4.2,11.7,54.0,62.0,2275,Valentia Observatory
1974,12,9.4,13.4,0.8,11.5,7.3,93.3,-2.2,17.1,57.0,22.4,2275,Valentia Observatory
1975,1,8.0,12.6,0.3,10.6,5.5,209.9,-2.0,14.9,66.0,38.2,2275,Valentia Observatory
1975,2,8.7,14.8,-0.7,11.2,6.1,80.4,-3.3,12.5,46.0,81.8,2275,Valentia Observatory
1975,3,6.8,13.3,-2.6,10.1,3.5,74.4,-7.1,10.3,43.0,118.5,2275,Valentia Observatory
1975,4,8.7,17.8,0.3,11.8,5.6,97.2,-4.3,10.2,43.0,130.0,2275,Valentia Observatory
1975,5,11.3,22.8,2.2,15.7,6.9,29.4,0.6,7.4,39.0,244.8,2275,Valentia Observatory
1975,6,13.9,23.2,5.3,17.7,10.1,18.0,1.1,8.4,46.0,211.0,2275,Valentia Observatory
1975,7,15.6,24.6,6.3,19.1,12.1,80.9,4.2,8.3,36.0,146.4,2275,Valentia Observatory
1975,8,16.1,27.0,7.9,19.6,12.6,34.7,5.4,7.8,45.0,143.2,2275,Valentia Observatory
1975,9,12.7,19.0,5.1,16.0,9.3,160.2,3.0,10.5,48.0,122.2,2275,Valentia Observatory
1975,10,12.1,16.9,2.0,14.5,9.8,213.9,-0.9,13.6,58.0,47.9,2275,Valentia Observatory
1975,11,9.3,14.9,0.9,11.9,6.7,126.9,-2.2,10.5,46.0,42.7,2275,Valentia Observatory
1975,12,7.0,12.8,-2.0,9.7,4.4,74.2,-4.9,9.2,59.0,40.3,2275,Valentia Observatory
1976,1,7.9,13.6,-2.3,10.1,5.7,96.3,-5.7,14.1,72.0,27.7,2275,Valentia Observatory
1976,2,6.9,13.8,-2.0,9.7,4.1,81.7,-6.0,12.5,61.0,46.7,2275,Valentia Observatory
1976,3,8.1,13.1,-0.8,10.7,5.4,189.6,-4.5,13.8,57.0,62.7,2275,Valentia Observatory
1976,4,9.1,21.1,-0.7,13.1,5.1,34.4,-2.8,9.0,44.0,192.1,2275,Valentia Observatory
1976,5,10.7,18.4,3.0,13.6,7.7,125.6,0.5,11.8,53.0,119.6,2275,Valentia Observatory
1976,6,14.2,25.7,5.7,17.5,10.9,111.5,3.7,9.1,42.0,165.9,2275,Valentia Observatory
1976,7,15.8,29.7,9.1,19.2,12.4,73.7,7.1,8.2,47.0,132.5,2275,Valentia Observatory
1976,8,16.9,28.1,8.2,21.5,12.2,16.4,5.9,5.8,33.0,202.0,2275,Valentia Observatory
1976,9,13.9,21.9,6.5,17.1,10.7,171.3,3.4,10.9,60.0,94.9,2275,Valentia Observatory
1976,10,10.1,16.6,0.1,13.5,6.7,187.6,-1.9,10.5,55.0,109.6,2275,Valentia Observatory
1976,11,8.1,14.5,-1.4,11.2,5.1,169.6,-3.6,9.8,58.0,66.0,2275,Valentia Observatory
1976,12,5.2,11.3,-4.3,8.1,2.2,189.3,-6.2,10.4,65.0,46.8,2275,Valentia Observatory
1977,1,5.4,11.4,-4.0,8.0,2.8,173.1,-5.6,10.9,54.0,43.6,2275,Valentia Observatory
1977,2,6.7,11.2,-1.0,9.4,4.0,191.6,-2.9,12.2,56.0,50.2,2275,Valentia Observatory
1977,3,8.2,14.0,-1.0,10.9,5.5,206.8,-4.5,15.1,64.0,78.1,2275,Valentia Observatory
1977,4,8.4,13.9,0.8,10.9,5.9,74.7,-0.8,12.6,52.0,128.7,2275,Valentia Observatory
1977,5,10.6,21.2,1.5,14.7,6.5,37.6,-1.2,6.9,39.0,194.6,2275,Valentia Observatory
1977,6,12.4,22.7,4.4,16.2,8.7,55.3,0.7,8.0,44.0,185.4,2275,Valentia Observatory
1977,7,15.4,24.3,7.8,18.8,11.9,58.8,4.0,8.8,42.0,140.9,2275,Valentia Observatory
1977,8,14.8,22.8,6.4,18.6,11.0,50.0,4.5,8.3,53.0,175.6,2275,Valentia Observatory
1977,9,13.4,22.1,4.5,17.0,9.8,81.7,1.5,10.2,53.0,121.9,2275,Valentia Observatory
1977,10,12.4,17.5,5.9,14.6,10.2,313.1,3.4,13.9,55.0,58.0,2275,Valentia Observatory
1977,11,7.7,15.1,-1.9,10.3,5.1,146.3,-4.8,14.7,64.0,36.8,2275,Valentia Observatory
1977,12,8.7,13.9,-0.6,10.7,6.7,152.8,-3.6,12.6,58.0,16.8,2275,Valentia Observatory
1978,1,5.8,11.3,-1.0,8.4,3.1,165.2,-2.9,12.7,67.0,45.9,2275,Valentia Observatory
1978,2,5.8,13.5,-4.1,8.6,3.1,129.8,-6.0,12.7,71.0,60.6,2275,Valentia Observatory
1978,3,7.5,13.3,-1.0,10.5,4.6,201.9,-3.6,14.7,62.0,89.0,2275,Valentia Observatory
1978,4,8.2,15.2,0.1,11.6,4.8,66.1,-2.4,11.1,54.0,140.9,2275,Valentia Observatory
1978,5,11.2,24.6,1.0,15.1,7.3,23.7,-2.1,7.7,36.0,174.1,2275,Valentia Observatory
1978,6,12.8,23.0,6.8,15.9,9.8,88.8,2.3,9.7,43.0,167.2,2275,Valentia Observatory
1978,7,13.8,24.1,8.3,16.5,11.1,97.5,6.2,9.7,42.0,102.7,2275,Valentia Observatory
1978,8,14.4,19.9,7.6,17.3,11.5,179.5,5.9,8.3,47.0,147.2,2275,Valentia Observatory
1978,9,14.1,19.5,4.0,17.1,11.1,42.2,1.4,10.8,47.0,111.4,2275,Valentia Observatory
1978,10,12.5,20.5,4.1,15.2,9.8,59.6,1.4,9.0,47.0,71.0,2275,Valentia Observatory
1978,11,10.8,16.0,2.1,13.0,8.6,165.3,-0.8,14.6,62.0,31.6,2275,Valentia Observatory
1978,12,7.1,14.0,-4.0,9.8,4.4,290.1,-5.9,13.0,69.0,48.9,2275,Valentia Observatory
1979,1,4.9,11.3,-5.6,7.5,2.3,128.3,-7.6,11.5,53.0,47.2,2275,Valentia Observatory
1979,2,5.2,12.1,-4.4,8.1,2.4,149.1,-6.1,13.2,66.0,49.1,2275,Valentia Observatory
1979,3,6.1,12.7,-2.1,8.8,3.3,120.5,-3.6,14.6,50.0,87.6,2275,Valentia Observatory
1979,4,7.8,15.0,-0.6,10.6,5.0,49.0,-3.0,10.3,38.0,125.4,2275,Valentia Observatory
1979,5,9.2,16.0,0.5,12.3,6.1,127.9,-1.2,11.0,43.0,178.0,2275,Valentia Observatory
1979,6,13.0,21.5,7.7,15.9,10.2,77.3,3.9,8.7,33.0,150.9,2275,Valentia Observatory
