iso_year,iso_week,station_no,station_name,parameter,mean_value,n_days,unit,role
2000,44,30031,Cong Weir,Q,70.1218,5,m3/s,mask_to_corrib_inflow
2000,45,30031,Cong Weir,Q,72.327143,7,m3/s,mask_to_corrib_inflow
2000,46,30031,Cong Weir,Q,71.934,7,m3/s,mask_to_corrib_inflow
2000,47,30031,Cong Weir,Q,72.903429,7,m3/s,mask_to_corrib_inflow
2000,48,30031,Cong Weir,Q,78.558429,7,m3/s,mask_to_corrib_inflow
2000,52,30031,Cong Weir,Q,78.688,6,m3/s,mask_to_corrib_inflow
2001,1,30031,Cong Weir,Q,82.197,6,m3/s,mask_to_corrib_inflow
2001,2,30031,Cong Weir,Q,72.025286,7,m3/s,mask_to_corrib_inflow
2001,3,30031,Cong Weir,Q,60.133714,7,m3/s,mask_to_corrib_inflow
2001,4,30031,Cong Weir,Q,60.828429,7,m3/s,mask_to_corrib_inflow
2001,5,30031,Cong Weir,Q,61.123286,7,m3/s,mask_to_corrib_inflow
2001,6,30031,Cong Weir,Q,63.279857,7,m3/s,mask_to_corrib_inflow
2001,7,30031,Cong Weir,Q,60.812857,7,m3/s,mask_to_corrib_inflow
2001,8,30031,Cong Weir,Q,52.560714,7,m3/s,mask_to_corrib_inflow
2001,9,30031,Cong Weir,Q,45.988714,7,m3/s,mask_to_corrib_inflow
2001,10,30031,Cong Weir,Q,41.106143,7,m3/s,mask_to_corrib_inflow
2001,11,30031,Cong Weir,Q,41.129571,7,m3/s,mask_to_corrib_inflow
2001,12,30031,Cong Weir,Q,37.409857,7,m3/s,mask_to_corrib_inflow
2001,13,30031,Cong Weir,Q,34.317714,7,m3/s,mask_to_corrib_inflow
2001,14,30031,Cong Weir,Q,37.478571,7,m3/s,mask_to_corrib_inflow
2001,15,30031,Cong Weir,Q,38.796571,7,m3/s,mask_to_corrib_inflow
2001,16,30031,Cong Weir,Q,33.837714,7,m3/s,mask_to_corrib_inflow
2001,17,30031,Cong Weir,Q,28.267714,7,m3/s,mask_to_corrib_inflow
2001,18,30031,Cong Weir,Q,26.087714,7,m3/s,mask_to_corrib_inflow
2001,19,30031,Cong Weir,Q,20.262286,7,m3/s,mask_to_corrib_inflow
2001,20,30031,Cong Weir,Q,17.749571,7,m3/s,mask_to_corrib_inflow
2001,21,30031,Cong Weir,Q,15.839286,7,m3/s,mask_to_corrib_inflow
2001,22,30031,Cong Weir,Q,14.117143,7,m3/s,mask_to_corrib_inflow
2001,23,30031,Cong Weir,Q,13.111143,7,m3/s,mask_to_corrib_inflow
2001,24,30031,Cong Weir,Q,12.277286,7,m3/s,mask_to_corrib_inflow
2001,25,30031,Cong Weir,Q,14.812429,7,m3/s,mask_to_corrib_inflow
2001,26,30031,Cong Weir,Q,15.986,7,m3/s,mask_to_corrib_inflow
2001,27,30031,Cong Weir,Q,18.262429,7,m3/s,mask_to_corrib_inflow
2001,28,30031,Cong Weir,Q,16.681,7,m3/s,mask_to_corrib_inflow
2001,29,30031,Cong Weir,Q,15.997429,7,m3/s,mask_to_corrib_inflow
2001,30,30031,Cong Weir,Q,15.111429,7,m3/s,mask_to_corrib_inflow
2001,31,30031,Cong Weir,Q,14.153286,7,m3/s,mask_to_corrib_inflow
2001,32,30031,Cong Weir,Q,13.005143,7,m3/s,mask_to_corrib_inflow
2001,33,30031,Cong Weir,Q,15.993571,7,m3/s,mask_to_corrib_inflow
2001,34,30031,Cong Weir,Q,21.249286,7,m3/s,mask_to_corrib_inflow
2001,35,30031,Cong Weir,Q,20.932286,7,m3/s,mask_to_corrib_inflow
2001,36,30031,Cong Weir,Q,18.043429,7,m3/s,mask_to_corrib_inflow
2001,37,30031,Cong Weir,Q,15.621,7,m3/s,mask_to_corrib_inflow
2001,38,30031,Cong Weir,Q,13.510571,7,m3/s,mask_to_corrib_inflow
2001,39,30031,Cong Weir,Q,11.957143,7,m3/s,mask_to_corrib_inflow
2001,40,30031,Cong Weir,Q,21.151714,7,m3/s,mask_to_corrib_inflow
2001,41,30031,Cong Weir,Q,34.121571,7,m3/s,mask_to_corrib_inflow
2001,42,30031,Cong Weir,Q,37.352143,7,m3/s,mask_to_corrib_inflow
2001,43,30031,Cong Weir,Q,37.327429,7,m3/s,mask_to_corrib_inflow
2001,44,30031,Cong Weir,Q,39.114429,7,m3/s,mask_to_corrib_inflow
2001,45,30031,Cong Weir,Q,38.002857,7,m3/s,mask_to_corrib_inflow
2001,46,30031,Cong Weir,Q,36.159143,7,m3/s,mask_to_corrib_inflow
2001,47,30031,Cong Weir,Q,33.339143,7,m3/s,mask_to_corrib_inflow
2001,48,30031,Cong Weir,Q,40.626429,7,m3/s,mask_to_corrib_inflow
2001,49,30031,Cong Weir,Q,57.276,7,m3/s,mask_to_corrib_inflow
2001,50,30031,Cong Weir,Q,56.252857,7,m3/s,mask_to_corrib_inflow
2001,51,30031,Cong Weir,Q,49.357429,7,m3/s,mask_to_corrib_inflow
2001,52,30031,Cong Weir,Q,41.543571,7,m3/s,mask_to_corrib_inflow
2002,1,30031,Cong Weir,Q,35.677,7,m3/s,mask_to_corrib_inflow
2002,2,30031,Cong Weir,Q,34.930714,7,m3/s,mask_to_corrib_inflow
2002,3,30031,Cong Weir,Q,38.257286,7,m3/s,mask_to_corrib_inflow
2002,4,30031,Cong Weir,Q,53.152857,7,m3/s,mask_to_corrib_inflow
2002,5,30031,Cong Weir,Q,67.28,7,m3/s,mask_to_corrib_inflow
2002,6,30031,Cong Weir,Q,79.516429,7,m3/s,mask_to_corrib_inflow
2002,7,30031,Cong Weir,Q,83.758,1,m3/s,mask_to_corrib_inflow
2002,8,30031,Cong Weir,Q,82.43,3,m3/s,mask_to_corrib_inflow
2002,10,30031,Cong Weir,Q,83.975,2,m3/s,mask_to_corrib_inflow
2002,11,30031,Cong Weir,Q,81.888,3,m3/s,mask_to_corrib_inflow
2002,12,30031,Cong Weir,Q,73.725857,7,m3/s,mask_to_corrib_inflow
2002,13,30031,Cong Weir,Q,63.278286,7,m3/s,mask_to_corrib_inflow
2002,14,30031,Cong Weir,Q,55.826429,7,m3/s,mask_to_corrib_inflow
2002,15,30031,Cong Weir,Q,46.859571,7,m3/s,mask_to_corrib_inflow
2002,16,30031,Cong Weir,Q,38.494714,7,m3/s,mask_to_corrib_inflow
2002,17,30031,Cong Weir,Q,39.049143,7,m3/s,mask_to_corrib_inflow
2002,18,30031,Cong Weir,Q,42.095286,7,m3/s,mask_to_corrib_inflow
2002,19,30031,Cong Weir,Q,35.564429,7,m3/s,mask_to_corrib_inflow
2002,20,30031,Cong Weir,Q,30.737143,7,m3/s,mask_to_corrib_inflow
2002,21,30031,Cong Weir,Q,37.437286,7,m3/s,mask_to_corrib_inflow
2002,22,30031,Cong Weir,Q,47.524714,7,m3/s,mask_to_corrib_inflow
2002,23,30031,Cong Weir,Q,45.803714,7,m3/s,mask_to_corrib_inflow
2002,24,30031,Cong Weir,Q,44.163143,7,m3/s,mask_to_corrib_inflow
2002,25,30031,Cong Weir,Q,49.367571,7,m3/s,mask_to_corrib_inflow
2002,26,30031,Cong Weir,Q,46.795286,7,m3/s,mask_to_corrib_inflow
2002,27,30031,Cong Weir,Q,39.767143,7,m3/s,mask_to_corrib_inflow
2002,28,30031,Cong Weir,Q,34.426,7,m3/s,mask_to_corrib_inflow
2002,29,30031,Cong Weir,Q,26.238571,7,m3/s,mask_to_corrib_inflow
2002,30,30031,Cong Weir,Q,20.040286,7,m3/s,mask_to_corrib_inflow
2002,31,30031,Cong Weir,Q,17.221429,7,m3/s,mask_to_corrib_inflow
2002,32,30031,Cong Weir,Q,15.722571,7,m3/s,mask_to_corrib_inflow
2002,33,30031,Cong Weir,Q,17.892857,7,m3/s,mask_to_corrib_inflow
2002,34,30031,Cong Weir,Q,19.265286,7,m3/s,mask_to_corrib_inflow
2002,35,30031,Cong Weir,Q,16.699143,7,m3/s,mask_to_corrib_inflow
2002,36,30031,Cong Weir,Q,15.801857,7,m3/s,mask_to_corrib_inflow
2002,37,30031,Cong Weir,Q,15.369429,7,m3/s,mask_to_corrib_inflow
2002,38,30031,Cong Weir,Q,14.547143,7,m3/s,mask_to_corrib_inflow
2002,39,30031,Cong Weir,Q,12.514143,7,m3/s,mask_to_corrib_inflow
2002,40,30031,Cong Weir,Q,11.501286,7,m3/s,mask_to_corrib_inflow
2002,41,30031,Cong Weir,Q,12.492571,7,m3/s,mask_to_corrib_inflow
2002,42,30031,Cong Weir,Q,13.230429,7,m3/s,mask_to_corrib_inflow
2002,43,30031,Cong Weir,Q,28.743429,7,m3/s,mask_to_corrib_inflow
2002,44,30031,Cong Weir,Q,53.527857,7,m3/s,mask_to_corrib_inflow
2002,45,30031,Cong Weir,Q,64.171286,7,m3/s,mask_to_corrib_inflow
2002,46,30031,Cong Weir,Q,71.659571,7,m3/s,mask_to_corrib_inflow
2002,47,30031,Cong Weir,Q,68.426429,7,m3/s,mask_to_corrib_inflow
2002,48,30031,Cong Weir,Q,67.268143,7,m3/s,mask_to_corrib_inflow
2002,49,30031,Cong Weir,Q,75.277857,7,m3/s,mask_to_corrib_inflow
2002,50,30031,Cong Weir,Q,67.212857,7,m3/s,mask_to_corrib_inflow
2002,51,30031,Cong Weir,Q,58.229714,7,m3/s,mask_to_corrib_inflow
2002,52,30031,Cong Weir,Q,58.54,7,m3/s,mask_to_corrib_inflow
2003,1,30031,Cong Weir,Q,61.276286,7,m3/s,mask_to_corrib_inflow
2003,2,30031,Cong Weir,Q,55.371571,7,m3/s,mask_to_corrib_inflow
2003,3,30031,Cong Weir,Q,55.100857,7,m3/s,mask_to_corrib_inflow
2003,4,30031,Cong Weir,Q,58.114143,7,m3/s,mask_to_corrib_inflow
2003,5,30031,Cong Weir,Q,58.256571,7,m3/s,mask_to_corrib_inflow
2003,6,30031,Cong Weir,Q,55.899429,7,m3/s,mask_to_corrib_inflow
2003,7,30031,Cong Weir,Q,55.544429,7,m3/s,mask_to_corrib_inflow
2003,8,30031,Cong Weir,Q,49.594571,7,m3/s,mask_to_corrib_inflow
2003,9,30031,Cong Weir,Q,42.227714,7,m3/s,mask_to_corrib_inflow
2003,10,30031,Cong Weir,Q,46.318857,7,m3/s,mask_to_corrib_inflow
2003,11,30031,Cong Weir,Q,56.710429,7,m3/s,mask_to_corrib_inflow
2003,12,30031,Cong Weir,Q,50.532571,7,m3/s,mask_to_corrib_inflow
2003,13,30031,Cong Weir,Q,42.226571,7,m3/s,mask_to_corrib_inflow
2003,14,30031,Cong Weir,Q,34.119429,7,m3/s,mask_to_corrib_inflow
2003,15,30031,Cong Weir,Q,24.804286,7,m3/s,mask_to_corrib_inflow
2003,16,30031,Cong Weir,Q,24.945143,7,m3/s,mask_to_corrib_inflow
2003,17,30031,Cong Weir,Q,21.845429,7,m3/s,mask_to_corrib_inflow
2003,18,30031,Cong Weir,Q,25.678,7,m3/s,mask_to_corrib_inflow
2003,19,30031,Cong Weir,Q,27.670571,7,m3/s,mask_to_corrib_inflow
2003,20,30031,Cong Weir,Q,27.172714,7,m3/s,mask_to_corrib_inflow
2003,21,30031,Cong Weir,Q,39.024429,7,m3/s,mask_to_corrib_inflow
2003,22,30031,Cong Weir,Q,39.584857,7,m3/s,mask_to_corrib_inflow
2003,23,30031,Cong Weir,Q,34.989,7,m3/s,mask_to_corrib_inflow
2003,24,30031,Cong Weir,Q,37.628429,7,m3/s,mask_to_corrib_inflow
2003,25,30031,Cong Weir,Q,32.994714,7,m3/s,mask_to_corrib_inflow
2003,26,30031,Cong Weir,Q,24.588,7,m3/s,mask_to_corrib_inflow
2003,27,30031,Cong Weir,Q,23.158857,7,m3/s,mask_to_corrib_inflow
2003,28,30031,Cong Weir,Q,19.500143,7,m3/s,mask_to_corrib_inflow
2003,29,30031,Cong Weir,Q,16.727,7,m3/s,mask_to_corrib_inflow
2003,30,30031,Cong Weir,Q,18.248714,7,m3/s,mask_to_corrib_inflow
2003,31,30031,Cong Weir,Q,20.692571,7,m3/s,mask_to_corrib_inflow
2003,32,30031,Cong Weir,Q,20.088,7,m3/s,mask_to_corrib_inflow
2003,33,30031,Cong Weir,Q,16.647429,7,m3/s,mask_to_corrib_inflow
2003,34,30031,Cong Weir,Q,13.464857,7,m3/s,mask_to_corrib_inflow
2003,35,30031,Cong Weir,Q,11.833571,7,m3/s,mask_to_corrib_inflow
2003,36,30031,Cong Weir,Q,10.516143,7,m3/s,mask_to_corrib_inflow
2003,37,30031,Cong Weir,Q,9.428857,7,m3/s,mask_to_corrib_inflow
2003,38,30031,Cong Weir,Q,9.436571,7,m3/s,mask_to_corrib_inflow
2003,39,30031,Cong Weir,Q,8.093571,7,m3/s,mask_to_corrib_inflow
2003,40,30031,Cong Weir,Q,7.298714,7,m3/s,mask_to_corrib_inflow
2003,41,30031,Cong Weir,Q,6.841286,7,m3/s,mask_to_corrib_inflow
2003,42,30031,Cong Weir,Q,6.282571,7,m3/s,mask_to_corrib_inflow
2003,43,30031,Cong Weir,Q,5.651857,7,m3/s,mask_to_corrib_inflow
2003,44,30031,Cong Weir,Q,6.946429,7,m3/s,mask_to_corrib_inflow
2003,45,30031,Cong Weir,Q,13.301,7,m3/s,mask_to_corrib_inflow
2003,46,30031,Cong Weir,Q,21.916571,7,m3/s,mask_to_corrib_inflow
2003,47,30031,Cong Weir,Q,30.811714,7,m3/s,mask_to_corrib_inflow
2003,48,30031,Cong Weir,Q,32.366429,7,m3/s,mask_to_corrib_inflow
2003,49,30031,Cong Weir,Q,33.972,7,m3/s,mask_to_corrib_inflow
2003,50,30031,Cong Weir,Q,30.661286,7,m3/s,mask_to_corrib_inflow
2003,51,30031,Cong Weir,Q,29.902571,7,m3/s,mask_to_corrib_inflow
2003,52,30031,Cong Weir,Q,29.777714,7,m3/s,mask_to_corrib_inflow
2004,1,30031,Cong Weir,Q,30.779,7,m3/s,mask_to_corrib_inflow
2004,2,30031,Cong Weir,Q,32.519,7,m3/s,mask_to_corrib_inflow
2004,3,30031,Cong Weir,Q,40.164571,7,m3/s,mask_to_corrib_inflow
2004,4,30031,Cong Weir,Q,39.957714,7,m3/s,mask_to_corrib_inflow
2004,5,30031,Cong Weir,Q,37.517143,7,m3/s,mask_to_corrib_inflow
2004,6,30031,Cong Weir,Q,47.650571,7,m3/s,mask_to_corrib_inflow
2004,7,30031,Cong Weir,Q,45.247857,7,m3/s,mask_to_corrib_inflow
2004,8,30031,Cong Weir,Q,38.486,7,m3/s,mask_to_corrib_inflow
2004,9,30031,Cong Weir,Q,32.208286,7,m3/s,mask_to_corrib_inflow
2004,10,30031,Cong Weir,Q,28.197143,7,m3/s,mask_to_corrib_inflow
2004,11,30031,Cong Weir,Q,24.427714,7,m3/s,mask_to_corrib_inflow
2004,12,30031,Cong Weir,Q,35.238,7,m3/s,mask_to_corrib_inflow
2004,13,30031,Cong Weir,Q,39.416429,7,m3/s,mask_to_corrib_inflow
2004,14,30031,Cong Weir,Q,36.058429,7,m3/s,mask_to_corrib_inflow
2004,15,30031,Cong Weir,Q,32.636429,7,m3/s,mask_to_corrib_inflow
2004,16,30031,Cong Weir,Q,28.423286,7,m3/s,mask_to_corrib_inflow
2004,17,30031,Cong Weir,Q,28.810286,7,m3/s,mask_to_corrib_inflow
2004,18,30031,Cong Weir,Q,26.233,7,m3/s,mask_to_corrib_inflow
2004,19,30031,Cong Weir,Q,24.201143,7,m3/s,mask_to_corrib_inflow
2004,20,30031,Cong Weir,Q,20.218286,7,m3/s,mask_to_corrib_inflow
2004,21,30031,Cong Weir,Q,14.847429,7,m3/s,mask_to_corrib_inflow
2004,22,30031,Cong Weir,Q,11.409714,7,m3/s,mask_to_corrib_inflow
2004,23,30031,Cong Weir,Q,9.958143,7,m3/s,mask_to_corrib_inflow
2004,24,30031,Cong Weir,Q,8.665571,7,m3/s,mask_to_corrib_inflow
2004,25,30031,Cong Weir,Q,7.528429,7,m3/s,mask_to_corrib_inflow
2004,26,30031,Cong Weir,Q,8.119714,7,m3/s,mask_to_corrib_inflow
2004,27,30031,Cong Weir,Q,11.577429,7,m3/s,mask_to_corrib_inflow
2004,28,30031,Cong Weir,Q,11.975714,7,m3/s,mask_to_corrib_inflow
2004,29,30031,Cong Weir,Q,10.329286,7,m3/s,mask_to_corrib_inflow
2004,30,30031,Cong Weir,Q,9.516429,7,m3/s,mask_to_corrib_inflow
2004,31,30031,Cong Weir,Q,9.128571,7,m3/s,mask_to_corrib_inflow
2004,32,30031,Cong Weir,Q,8.365143,7,m3/s,mask_to_corrib_inflow
2004,33,30031,Cong Weir,Q,7.772571,7,m3/s,mask_to_corrib_inflow
2004,34,30031,Cong Weir,Q,8.199429,7,m3/s,mask_to_corrib_inflow
2004,35,30031,Cong Weir,Q,8.721143,7,m3/s,mask_to_corrib_inflow
2004,36,30031,Cong Weir,Q,8.937571,7,m3/s,mask_to_corrib_inflow
2004,37,30031,Cong Weir,Q,9.345429,7,m3/s,mask_to_corrib_inflow
2004,38,30031,Cong Weir,Q,19.643,7,m3/s,mask_to_corrib_inflow
2004,39,30031,Cong Weir,Q,28.838143,7,m3/s,mask_to_corrib_inflow
2004,40,30031,Cong Weir,Q,27.243857,7,m3/s,mask_to_corrib_inflow
2004,41,30031,Cong Weir,Q,29.082,7,m3/s,mask_to_corrib_inflow
2004,42,30031,Cong Weir,Q,25.998143,7,m3/s,mask_to_corrib_inflow
2004,43,30031,Cong Weir,Q,24.982286,7,m3/s,mask_to_corrib_inflow
2004,44,30031,Cong Weir,Q,30.778286,7,m3/s,mask_to_corrib_inflow
2004,45,30031,Cong Weir,Q,28.952286,7,m3/s,mask_to_corrib_inflow
2004,46,30031,Cong Weir,Q,23.838714,7,m3/s,mask_to_corrib_inflow
2004,47,30031,Cong Weir,Q,22.166143,7,m3/s,mask_to_corrib_inflow
2004,48,30031,Cong Weir,Q,26.313286,7,m3/s,mask_to_corrib_inflow
2004,49,30031,Cong Weir,Q,23.179571,7,m3/s,mask_to_corrib_inflow
2004,50,30031,Cong Weir,Q,22.990429,7,m3/s,mask_to_corrib_inflow
2004,51,30031,Cong Weir,Q,29.873571,7,m3/s,mask_to_corrib_inflow
2004,52,30031,Cong Weir,Q,37.579143,7,m3/s,mask_to_corrib_inflow
2004,53,30031,Cong Weir,Q,41.39,7,m3/s,mask_to_corrib_inflow
2005,1,30031,Cong Weir,Q,48.771714,7,m3/s,mask_to_corrib_inflow
2005,2,30031,Cong Weir,Q,64.502714,7,m3/s,mask_to_corrib_inflow
2005,3,30031,Cong Weir,Q,71.195857,7,m3/s,mask_to_corrib_inflow
2005,4,30031,Cong Weir,Q,68.953143,7,m3/s,mask_to_corrib_inflow
2005,5,30031,Cong Weir,Q,58.394857,7,m3/s,mask_to_corrib_inflow
2005,6,30031,Cong Weir,Q,54.182,7,m3/s,mask_to_corrib_inflow
2005,7,30031,Cong Weir,Q,49.601571,7,m3/s,mask_to_corrib_inflow
2005,8,30031,Cong Weir,Q,42.362429,7,m3/s,mask_to_corrib_inflow
2005,9,30031,Cong Weir,Q,36.012857,7,m3/s,mask_to_corrib_inflow
2005,10,30031,Cong Weir,Q,30.157571,7,m3/s,mask_to_corrib_inflow
2005,11,30031,Cong Weir,Q,28.600714,7,m3/s,mask_to_corrib_inflow
2005,12,30031,Cong Weir,Q,28.631857,7,m3/s,mask_to_corrib_inflow
2005,13,30031,Cong Weir,Q,26.349714,7,m3/s,mask_to_corrib_inflow
2005,14,30031,Cong Weir,Q,26.599571,7,m3/s,mask_to_corrib_inflow
2005,15,30031,Cong Weir,Q,26.561,7,m3/s,mask_to_corrib_inflow
2005,16,30031,Cong Weir,Q,27.663571,7,m3/s,mask_to_corrib_inflow
2005,17,30031,Cong Weir,Q,26.413571,7,m3/s,mask_to_corrib_inflow
2005,18,30031,Cong Weir,Q,27.237143,7,m3/s,mask_to_corrib_inflow
2005,19,30031,Cong Weir,Q,21.696714,7,m3/s,mask_to_corrib_inflow
2005,20,30031,Cong Weir,Q,15.970286,7,m3/s,mask_to_corrib_inflow
2005,21,30031,Cong Weir,Q,22.921857,7,m3/s,mask_to_corrib_inflow
2005,22,30031,Cong Weir,Q,34.161429,7,m3/s,mask_to_corrib_inflow
2005,23,30031,Cong Weir,Q,31.734,7,m3/s,mask_to_corrib_inflow
2005,24,30031,Cong Weir,Q,25.378571,7,m3/s,mask_to_corrib_inflow
2005,25,30031,Cong Weir,Q,19.801,7,m3/s,mask_to_corrib_inflow
2005,26,30031,Cong Weir,Q,15.104857,7,m3/s,mask_to_corrib_inflow
2005,27,30031,Cong Weir,Q,13.153714,7,m3/s,mask_to_corrib_inflow
2005,28,30031,Cong Weir,Q,11.587286,7,m3/s,mask_to_corrib_inflow
2005,29,30031,Cong Weir,Q,9.405714,7,m3/s,mask_to_corrib_inflow
2005,30,30031,Cong Weir,Q,8.427857,7,m3/s,mask_to_corrib_inflow
2005,31,30031,Cong Weir,Q,7.398571,7,m3/s,mask_to_corrib_inflow
2005,32,30031,Cong Weir,Q,6.660714,7,m3/s,mask_to_corrib_inflow
2005,33,30031,Cong Weir,Q,6.202143,7,m3/s,mask_to_corrib_inflow
2005,34,30031,Cong Weir,Q,7.431429,7,m3/s,mask_to_corrib_inflow
2005,35,30031,Cong Weir,Q,8.724143,7,m3/s,mask_to_corrib_inflow
2005,36,30031,Cong Weir,Q,8.070857,7,m3/s,mask_to_corrib_inflow
2005,37,30031,Cong Weir,Q,8.048571,7,m3/s,mask_to_corrib_inflow
2005,38,30031,Cong Weir,Q,9.584714,7,m3/s,mask_to_corrib_inflow
2005,39,30031,Cong Weir,Q,18.839429,7,m3/s,mask_to_corrib_inflow
2005,40,30031,Cong Weir,Q,20.828714,7,m3/s,mask_to_corrib_inflow
2005,41,30031,Cong Weir,Q,20.063429,7,m3/s,mask_to_corrib_inflow
2005,42,30031,Cong Weir,Q,20.382,7,m3/s,mask_to_corrib_inflow
2005,43,30031,Cong Weir,Q,33.819286,7,m3/s,mask_to_corrib_inflow
2005,44,30031,Cong Weir,Q,41.323,7,m3/s,mask_to_corrib_inflow
2005,45,30031,Cong Weir,Q,48.372714,7,m3/s,mask_to_corrib_inflow
2005,46,30031,Cong Weir,Q,47.604,7,m3/s,mask_to_corrib_inflow
2005,47,30031,Cong Weir,Q,41.471,7,m3/s,mask_to_corrib_inflow
2005,48,30031,Cong Weir,Q,38.044857,7,m3/s,mask_to_corrib_inflow
2005,49,30031,Cong Weir,Q,39.745571,7,m3/s,mask_to_corrib_inflow
2005,50,30031,Cong Weir,Q,39.227714,7,m3/s,mask_to_corrib_inflow
2005,51,30031,Cong Weir,Q,36.606571,7,m3/s,mask_to_corrib_inflow
2005,52,30031,Cong Weir,Q,35.188714,7,m3/s,mask_to_corrib_inflow
2006,1,30031,Cong Weir,Q,40.207286,7,m3/s,mask_to_corrib_inflow
2006,2,30031,Cong Weir,Q,44.873286,7,m3/s,mask_to_corrib_inflow
2006,3,30031,Cong Weir,Q,48.516429,7,m3/s,mask_to_corrib_inflow
2006,4,30031,Cong Weir,Q,45.31,7,m3/s,mask_to_corrib_inflow
2006,5,30031,Cong Weir,Q,38.019286,7,m3/s,mask_to_corrib_inflow
2006,6,30031,Cong Weir,Q,31.598571,7,m3/s,mask_to_corrib_inflow
2006,7,30031,Cong Weir,Q,33.000429,7,m3/s,mask_to_corrib_inflow
2006,8,30031,Cong Weir,Q,30.325429,7,m3/s,mask_to_corrib_inflow
2006,9,30031,Cong Weir,Q,23.987143,7,m3/s,mask_to_corrib_inflow
2006,10,30031,Cong Weir,Q,21.899429,7,m3/s,mask_to_corrib_inflow
2006,11,30031,Cong Weir,Q,29.225143,7,m3/s,mask_to_corrib_inflow
2006,12,30031,Cong Weir,Q,25.969,7,m3/s,mask_to_corrib_inflow
2006,13,30031,Cong Weir,Q,30.328429,7,m3/s,mask_to_corrib_inflow
2006,14,30031,Cong Weir,Q,30.700714,7,m3/s,mask_to_corrib_inflow
2006,15,30031,Cong Weir,Q,27.543143,7,m3/s,mask_to_corrib_inflow
2006,16,30031,Cong Weir,Q,22.268714,7,m3/s,mask_to_corrib_inflow
2006,17,30031,Cong Weir,Q,18.081286,7,m3/s,mask_to_corrib_inflow
2006,18,30031,Cong Weir,Q,18.019714,7,m3/s,mask_to_corrib_inflow
2006,19,30031,Cong Weir,Q,18.337857,7,m3/s,mask_to_corrib_inflow
2006,20,30031,Cong Weir,Q,24.046571,7,m3/s,mask_to_corrib_inflow
2006,21,30031,Cong Weir,Q,37.481571,7,m3/s,mask_to_corrib_inflow
2006,22,30031,Cong Weir,Q,32.853143,7,m3/s,mask_to_corrib_inflow
2006,23,30031,Cong Weir,Q,24.994857,7,m3/s,mask_to_corrib_inflow
2006,24,30031,Cong Weir,Q,17.899571,7,m3/s,mask_to_corrib_inflow
2006,25,30031,Cong Weir,Q,14.971,7,m3/s,mask_to_corrib_inflow
2006,26,30031,Cong Weir,Q,12.648,7,m3/s,mask_to_corrib_inflow
2006,27,30031,Cong Weir,Q,11.154857,7,m3/s,mask_to_corrib_inflow
2006,28,30031,Cong Weir,Q,10.562143,7,m3/s,mask_to_corrib_inflow
2006,29,30031,Cong Weir,Q,9.359571,7,m3/s,mask_to_corrib_inflow
2006,30,30031,Cong Weir,Q,8.286286,7,m3/s,mask_to_corrib_inflow
2006,31,30031,Cong Weir,Q,8.889714,7,m3/s,mask_to_corrib_inflow
2006,32,30031,Cong Weir,Q,7.994143,7,m3/s,mask_to_corrib_inflow
2006,33,30031,Cong Weir,Q,6.919,7,m3/s,mask_to_corrib_inflow
2006,34,30031,Cong Weir,Q,6.085,7,m3/s,mask_to_corrib_inflow
2006,35,30031,Cong Weir,Q,6.124429,7,m3/s,mask_to_corrib_inflow
2006,36,30031,Cong Weir,Q,8.533714,7,m3/s,mask_to_corrib_inflow
2006,37,30031,Cong Weir,Q,8.470429,7,m3/s,mask_to_corrib_inflow
2006,38,30031,Cong Weir,Q,14.293,7,m3/s,mask_to_corrib_inflow
2006,39,30031,Cong Weir,Q,27.855429,7,m3/s,mask_to_corrib_inflow
2006,40,30031,Cong Weir,Q,32.058,7,m3/s,mask_to_corrib_inflow
2006,41,30031,Cong Weir,Q,32.824429,7,m3/s,mask_to_corrib_inflow
2006,42,30031,Cong Weir,Q,29.856143,7,m3/s,mask_to_corrib_inflow
2006,43,30031,Cong Weir,Q,30.553571,7,m3/s,mask_to_corrib_inflow
2006,44,30031,Cong Weir,Q,34.859857,7,m3/s,mask_to_corrib_inflow
2006,45,30031,Cong Weir,Q,30.601571,7,m3/s,mask_to_corrib_inflow
2006,46,30031,Cong Weir,Q,29.911571,7,m3/s,mask_to_corrib_inflow
2006,47,30031,Cong Weir,Q,44.809714,7,m3/s,mask_to_corrib_inflow
2006,48,30031,Cong Weir,Q,54.634286,7,m3/s,mask_to_corrib_inflow
2006,49,30031,Cong Weir,Q,86.241,7,m3/s,mask_to_corrib_inflow
2006,50,30031,Cong Weir,Q,103.845286,7,m3/s,mask_to_corrib_inflow
2006,51,30031,Cong Weir,Q,99.576429,7,m3/s,mask_to_corrib_inflow
2006,52,30031,Cong Weir,Q,88.757714,7,m3/s,mask_to_corrib_inflow
2007,1,30031,Cong Weir,Q,88.839286,7,m3/s,mask_to_corrib_inflow
2007,2,30031,Cong Weir,Q,96.370286,7,m3/s,mask_to_corrib_inflow
2007,3,30031,Cong Weir,Q,95.901,7,m3/s,mask_to_corrib_inflow
2007,4,30031,Cong Weir,Q,90.870286,7,m3/s,mask_to_corrib_inflow
2007,5,30031,Cong Weir,Q,77.622714,7,m3/s,mask_to_corrib_inflow
2007,6,30031,Cong Weir,Q,65.096714,7,m3/s,mask_to_corrib_inflow
2007,7,30031,Cong Weir,Q,61.288714,7,m3/s,mask_to_corrib_inflow
