iso_year,iso_week,wdsp,glorad,maxtp,mintp,rain,station_no,station_name
2005,8,7.833333333333333,600.1666666666666,6.766666666666667,1.4833333333333334,0.0,1175,Newport
2005,9,10.828571428571427,806.4285714285714,8.3,2.685714285714286,0.8857142857142858,1175,Newport
2005,10,6.857142857142857,627.4285714285714,8.485714285714286,3.1142857142857143,0.4571428571428572,1175,Newport
2005,11,14.200000000000001,622.2857142857143,14.228571428571428,8.542857142857143,3.442857142857143,1175,Newport
2005,12,10.228571428571428,873.7142857142857,13.799999999999999,8.142857142857142,1.7142857142857142,1175,Newport
2005,13,7.471428571428571,911.5714285714286,12.585714285714285,7.085714285714286,3.1142857142857143,1175,Newport
2005,14,13.799999999999999,1046.2857142857142,9.514285714285714,3.9,7.1,1175,Newport
2005,15,10.9,1208.5714285714287,10.528571428571428,4.628571428571428,5.2,1175,Newport
2005,16,8.285714285714286,1412.5714285714287,13.557142857142859,5.6000000000000005,0.6142857142857142,1175,Newport
2005,17,10.257142857142856,1339.857142857143,13.842857142857143,7.942857142857143,5.128571428571428,1175,Newport
2005,18,11.671428571428569,1396.4285714285713,12.5,7.928571428571429,3.6142857142857143,1175,Newport
2005,19,8.34,2151.6,14.3,5.959999999999999,0.1,1175,Newport
2005,20,9.24,1577.8,13.34,7.58,3.6399999999999997,1175,Newport
2005,21,10.785714285714286,1389.5714285714287,13.414285714285715,8.2,9.299999999999999,1175,Newport
2005,22,8.528571428571428,1189.5714285714287,15.085714285714285,10.171428571428573,8.814285714285715,1175,Newport
2005,23,8.942857142857143,1704.0,16.742857142857144,10.37142857142857,0.2571428571428572,1175,Newport
2005,24,9.299999999999999,1296.7142857142858,16.37142857142857,11.228571428571428,3.814285714285714,1175,Newport
2005,25,10.557142857142859,1785.142857142857,16.914285714285715,12.085714285714285,2.1285714285714286,1175,Newport
2005,26,8.4,1373.4285714285713,18.314285714285713,11.37142857142857,2.085714285714286,1175,Newport
2005,27,7.928571428571429,1642.7142857142858,18.314285714285713,11.914285714285715,3.4714285714285715,1175,Newport
2005,28,7.471428571428571,1879.2857142857142,20.32857142857143,12.857142857142858,0.6,1175,Newport
2005,29,9.62857142857143,1445.0,18.17142857142857,13.171428571428573,1.457142857142857,1175,Newport
2005,30,11.685714285714285,1186.142857142857,16.2,11.485714285714286,0.18571428571428572,1175,Newport
2005,31,7.585714285714286,1411.857142857143,17.885714285714283,12.200000000000001,2.5,1175,Newport
2005,32,7.071428571428571,1320.857142857143,19.042857142857144,13.428571428571429,1.4714285714285715,1175,Newport
2005,33,7.728571428571429,1044.4285714285713,18.542857142857144,13.285714285714286,8.628571428571428,1175,Newport
2005,34,11.614285714285714,1114.4285714285713,16.685714285714287,11.6,3.7857142857142856,1175,Newport
2005,35,7.771428571428571,1383.4285714285713,18.82857142857143,11.185714285714285,0.5,1175,Newport
2005,36,7.5,1042.2857142857142,17.742857142857144,11.9,2.0142857142857147,1175,Newport
2005,37,9.1,816.2857142857143,16.342857142857145,10.957142857142857,1.8571428571428572,1175,Newport
2005,38,11.4,595.2857142857143,16.04285714285714,10.171428571428573,4.714285714285714,1175,Newport
2005,39,14.614285714285714,674.4285714285714,15.028571428571428,9.87142857142857,8.585714285714285,1175,Newport
2005,40,11.87142857142857,496.0,15.071428571428571,9.928571428571429,2.685714285714286,1175,Newport
2005,41,8.985714285714286,595.0,14.5,7.814285714285715,2.742857142857143,1175,Newport
2005,42,8.428571428571429,430.14285714285717,13.671428571428573,9.371428571428572,5.714285714285714,1175,Newport
2005,43,15.185714285714285,251.14285714285714,15.37142857142857,10.5,5.928571428571429,1175,Newport
2005,44,12.242857142857142,379.57142857142856,12.614285714285714,7.742857142857143,9.77142857142857,1175,Newport
2005,45,12.414285714285715,272.57142857142856,12.299999999999999,5.942857142857143,8.0,1175,Newport
2005,46,7.857142857142857,284.0,10.042857142857143,5.085714285714286,1.2142857142857142,1175,Newport
2005,47,13.357142857142858,239.85714285714286,8.514285714285714,2.4285714285714284,4.042857142857143,1175,Newport
2005,48,9.414285714285715,177.85714285714286,8.542857142857143,4.685714285714285,7.5,1175,Newport
2005,49,9.971428571428572,127.85714285714286,10.200000000000001,5.957142857142857,5.471428571428571,1175,Newport
2005,50,10.385714285714286,134.85714285714286,10.185714285714285,5.985714285714286,1.8,1175,Newport
2005,51,8.542857142857143,129.28571428571428,10.614285714285714,6.814285714285715,2.242857142857143,1175,Newport
2005,52,12.9,154.85714285714286,7.471428571428571,2.7857142857142856,7.771428571428571,1175,Newport
2006,1,8.614285714285714,138.42857142857142,7.314285714285715,3.357142857142857,2.7142857142857144,1175,Newport
2006,2,14.242857142857144,130.71428571428572,10.357142857142858,4.514285714285714,4.942857142857143,1175,Newport
2006,3,11.828571428571427,140.71428571428572,10.285714285714286,6.314285714285715,6.0,1175,Newport
2006,4,8.285714285714286,266.2857142857143,7.542857142857143,3.185714285714286,0.0,1175,Newport
2006,5,7.371428571428572,258.57142857142856,7.385714285714286,3.8285714285714287,0.07142857142857142,1175,Newport
2006,6,9.200000000000001,265.14285714285717,9.071428571428571,4.871428571428572,6.142857142857143,1175,Newport
2006,7,9.014285714285714,454.42857142857144,9.471428571428572,3.442857142857143,5.814285714285715,1175,Newport
2006,8,9.4,556.5714285714286,7.828571428571429,2.6714285714285713,0.21428571428571427,1175,Newport
2006,9,7.828571428571428,789.8571428571429,6.428571428571429,-0.5285714285714286,2.8714285714285714,1175,Newport
2006,10,10.957142857142857,518.5714285714286,9.742857142857144,4.7,8.857142857142858,1175,Newport
2006,11,10.157142857142857,653.5714285714286,9.028571428571428,3.957142857142857,1.7142857142857142,1175,Newport
2006,12,10.085714285714285,582.8571428571429,8.471428571428572,3.6714285714285713,3.971428571428571,1175,Newport
2006,13,11.071428571428571,829.2857142857143,10.428571428571429,5.414285714285714,5.671428571428572,1175,Newport
2006,14,10.957142857142857,1266.7142857142858,9.757142857142856,2.657142857142857,3.3285714285714287,1175,Newport
2006,15,11.014285714285714,1143.857142857143,11.985714285714286,6.128571428571428,3.9857142857142853,1175,Newport
2006,16,8.071428571428571,1221.5714285714287,13.171428571428573,5.885714285714286,3.085714285714286,1175,Newport
2006,17,9.528571428571428,1364.7142857142858,13.114285714285714,7.1571428571428575,2.9,1175,Newport
2006,18,15.257142857142856,1723.7142857142858,14.37142857142857,6.957142857142857,3.8285714285714283,1175,Newport
2006,19,6.971428571428571,1570.0,17.257142857142856,8.785714285714286,2.157142857142857,1175,Newport
2006,20,13.014285714285714,954.2857142857143,13.228571428571428,8.985714285714286,9.957142857142857,1175,Newport
2006,21,11.185714285714285,1758.4285714285713,13.342857142857143,6.985714285714286,4.557142857142858,1175,Newport
2006,22,7.628571428571428,2587.4285714285716,17.242857142857144,7.814285714285715,0.1142857142857143,1175,Newport
2006,23,9.414285714285715,2193.714285714286,22.17142857142857,11.971428571428572,0.05714285714285715,1175,Newport
2006,24,8.428571428571429,1253.4285714285713,16.614285714285714,11.114285714285714,3.0142857142857147,1175,Newport
2006,25,11.6,1643.7142857142858,16.042857142857144,10.185714285714285,1.9000000000000001,1175,Newport
2006,26,7.771428571428571,1431.2857142857142,18.557142857142857,10.985714285714286,1.1,1175,Newport
2006,27,11.014285714285714,1560.2857142857142,18.02857142857143,12.242857142857144,3.1857142857142855,1175,Newport
2006,28,7.814285714285715,1978.857142857143,20.157142857142855,11.014285714285714,0.2571428571428572,1175,Newport
2006,29,7.514285714285714,1660.7142857142858,23.02857142857143,14.042857142857143,0.8285714285714285,1175,Newport
2006,30,8.0,1031.4285714285713,20.042857142857144,14.571428571428571,4.3999999999999995,1175,Newport
2006,31,10.200000000000001,1286.5714285714287,18.87142857142857,14.071428571428571,2.2285714285714286,1175,Newport
2006,32,10.471428571428572,1022.5714285714286,17.257142857142856,11.757142857142856,0.9,1175,Newport
2006,33,10.12857142857143,1041.7142857142858,17.442857142857143,12.528571428571428,0.7142857142857143,1175,Newport
2006,34,8.357142857142858,1066.0,17.942857142857143,11.799999999999999,2.057142857142857,1175,Newport
2006,35,10.385714285714286,1144.4285714285713,17.842857142857145,12.214285714285714,6.728571428571429,1175,Newport
2006,36,9.714285714285714,1030.2857142857142,18.914285714285715,12.142857142857142,6.5,1175,Newport
2006,37,8.242857142857144,1111.142857142857,18.685714285714287,11.757142857142856,1.157142857142857,1175,Newport
2006,38,10.799999999999999,689.1428571428571,17.357142857142858,11.357142857142858,11.428571428571429,1175,Newport
2006,39,9.6,654.2857142857143,17.02857142857143,11.042857142857143,5.142857142857143,1175,Newport
2006,40,11.485714285714284,533.7142857142857,14.871428571428572,9.299999999999999,8.7,1175,Newport
2006,41,12.057142857142859,850.8571428571429,16.642857142857142,10.37142857142857,2.6714285714285713,1175,Newport
2006,42,7.414285714285714,320.7142857142857,14.828571428571427,10.342857142857143,4.457142857142857,1175,Newport
2006,43,9.085714285714285,361.57142857142856,13.814285714285715,8.342857142857143,7.985714285714287,1175,Newport
2006,44,8.571428571428571,424.42857142857144,12.414285714285715,6.457142857142857,1.157142857142857,1175,Newport
2006,45,11.12857142857143,259.0,12.814285714285715,7.585714285714286,4.271428571428571,1175,Newport
2006,46,10.466666666666667,184.33333333333334,9.4,4.333333333333333,8.983333333333333,1175,Newport
2006,47,13.485714285714286,209.0,10.114285714285714,5.0,8.2,1175,Newport
2006,48,18.142857142857142,130.71428571428572,11.6,6.928571428571429,11.685714285714285,1175,Newport
2006,49,15.042857142857143,117.57142857142857,10.271428571428572,5.957142857142857,12.271428571428572,1175,Newport
2006,50,12.428571428571429,134.57142857142858,10.171428571428573,5.971428571428572,8.414285714285715,1175,Newport
2006,51,7.457142857142857,166.57142857142858,7.471428571428571,2.7142857142857144,0.5142857142857143,1175,Newport
2006,52,13.342857142857143,128.0,9.614285714285714,5.3428571428571425,7.4142857142857155,1175,Newport
2007,1,15.242857142857144,145.14285714285714,10.514285714285714,6.428571428571429,8.6,1175,Newport
2007,2,17.54285714285714,146.14285714285714,11.157142857142857,5.757142857142857,8.7,1175,Newport
2007,3,15.614285714285714,173.28571428571428,9.385714285714286,3.1571428571428575,11.057142857142855,1175,Newport
2007,4,8.342857142857143,264.14285714285717,7.957142857142857,3.7714285714285714,1.0714285714285714,1175,Newport
2007,5,6.528571428571429,314.7142857142857,9.814285714285715,4.4,0.6285714285714287,1175,Newport
2007,6,10.657142857142857,367.85714285714283,6.8428571428571425,1.4285714285714286,5.414285714285714,1175,Newport
2007,7,11.5,372.2857142857143,10.028571428571428,3.2714285714285714,2.8714285714285714,1175,Newport
2007,8,10.971428571428572,325.85714285714283,10.842857142857143,6.3428571428571425,3.0,1175,Newport
2007,9,13.114285714285714,595.2857142857143,11.0,4.542857142857143,6.328571428571428,1175,Newport
2007,10,12.885714285714286,450.42857142857144,11.171428571428573,5.1,5.042857142857143,1175,Newport
2007,11,15.728571428571428,685.7142857142857,10.685714285714285,5.514285714285714,6.285714285714286,1175,Newport
2007,12,9.214285714285714,937.5714285714286,10.87142857142857,2.7142857142857144,1.614285714285714,1175,Newport
2007,13,8.757142857142856,1363.857142857143,12.414285714285713,4.271428571428571,0.3,1175,Newport
2007,14,8.22857142857143,1519.4285714285713,15.714285714285714,4.571428571428571,0.014285714285714287,1175,Newport
